entry_id,lemma,difficulty,suggested_difficulty,delta,reason
12550,무효,0.495,0.9,0.405,효과가 없다는 쉬운 말보다 법률 행위의 효력 발생 여부를 따지는 전문 의미가 중심에 있다.
12660,문자,0.2575,0.8,0.5425,"글자만이 아니라 시각 기호 체계, 학문, 수학 기호, 컴퓨터 입력 문자까지 의미 범위가 넓다."
12663,문장,0.2575,0.85,0.5925,"일상적인 글 단위를 넘어 예악과 제도, 완결된 언어 단위라는 문법 개념까지 포함한다."
12888,물질,0.2575,0.9,0.6425,재물이라는 쉬운 뜻이 있어도 자연계의 실체와 의식으로부터 독립된 객관적 실재라는 추상 의미가 어렵다.
13198,민주,0.2575,0.85,0.5925,"주권, 권력 행사, 기본권, 법치주의 같은 정치 제도와 사상을 함께 이해해야 한다."
13372,바닷가재,0.7125,0.3,-0.4125,"표제어 '바닷가재'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
13472,바짓가랑이,0.7125,0.25,-0.4625,"표제어 '바짓가랑이'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
13597,반려동물,0.7325,0.3,-0.4325,"표제어 '반려동물'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
13638,반소매,0.735,0.25,-0.485,"표제어 '반소매'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
13640,반숙,0.7325,0.3,-0.4325,"표제어 '반숙'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
13659,반응,0.2575,0.8,0.5425,"자극에 대한 현상, 유기체 행동, 화학 변화가 함께 제시되어 과학적 다의성이 크다."
13784,발달,0.2575,0.8,0.5425,"신체 성장뿐 아니라 학문, 문명, 사회, 지리 현상의 수준 변화를 포괄해 추상 범위가 넓다."
13954,밤비,0.7125,0.25,-0.4625,"표제어 '밤비'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
13984,밥상보,0.735,0.3,-0.435,"표제어 '밥상보'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
14165,방한모자,0.97,0.4,-0.57,"표제어 '방한모자'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
14166,방한복,0.7325,0.25,-0.4825,"표제어 '방한복'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
14219,배꽃,0.7125,0.25,-0.4625,"표제어 '배꽃'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
14278,배앓이,0.7125,0.3,-0.4125,"표제어 '배앓이'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
14383,백묵,0.97,0.45,-0.52,"표제어 '백묵'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
14386,백반,0.7325,0.3,-0.4325,"표제어 '백반'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
14388,백발,0.7325,0.3,-0.4325,"표제어 '백발'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
14401,백설,0.7325,0.25,-0.4825,"표제어 '백설'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
14468,뱃고동,0.95,0.45,-0.5,"표제어 '뱃고동'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
14484,뱅어포구이,0.9725,0.45,-0.5225,"표제어 '뱅어포구이'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
14490,버너,0.7625,0.35,-0.4125,"표제어 '버너'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
14498,버들잎,0.7125,0.25,-0.4625,"표제어 '버들잎'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
14513,버석거리다,0.97,0.45,-0.52,"표제어 '버석거리다'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
14520,버섯볶음,0.95,0.4,-0.55,"표제어 '버섯볶음'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
14597,벌거숭이산,0.735,0.3,-0.435,"표제어 '벌거숭이산'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
14602,벌꿀,0.7125,0.3,-0.4125,"표제어 '벌꿀'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
14669,법률,0.495,0.95,0.455,"국가 강제 규범, 헌법과 명령의 위계, 종교 규율까지 연결되어 전문성과 추상성이 매우 높다."
14681,법원,0.2875,0.75,0.4625,건물 이름처럼 익숙해 보여도 사법권과 소송 사건의 법률적 판단 권한을 이해해야 한다.
14694,법칙,0.2575,0.85,0.5925,"규범, 연산 규칙, 사물과 현상의 필연적 관계를 모두 뜻해 추상성과 학문성이 높다."
14717,벙어리장갑,0.9725,0.4,-0.5725,"표제어 '벙어리장갑'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
14718,벙어리저금통,0.9725,0.45,-0.5225,"표제어 '벙어리저금통'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
14724,베갯잇,0.7125,0.25,-0.4625,"표제어 '베갯잇'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
14734,베레모,0.9725,0.4,-0.5725,"표제어 '베레모'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
14744,베이컨,0.975,0.4,-0.575,"표제어 '베이컨'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
15102,보상,0.2575,0.8,0.5425,손해를 갚는 뜻 외에 국가의 손실 보전과 심리적 보충 작용까지 있어 의미 층위가 복잡하다.
15186,보청기,0.7625,0.35,-0.4125,"표제어 '보청기'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
15391,볼메다,0.95,0.45,-0.5,"표제어 '볼메다'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
15649,부스럭,0.95,0.35,-0.6,"표제어 '부스럭'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
15675,부엉부엉,0.95,0.4,-0.55,"표제어 '부엉부엉'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
15890,북어구이,0.9725,0.45,-0.5225,"표제어 '북어구이'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
15891,북어무침,0.9725,0.45,-0.5225,"표제어 '북어무침'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
15892,북어찜,0.9725,0.45,-0.5225,"표제어 '북어찜'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
15977,분별,0.495,0.9,0.405,"구별, 판단, 배려, 물질 분리라는 서로 다른 추상적ㆍ전문적 의미를 함께 지닌다."
16013,분열,0.495,0.9,0.405,"물리적 나뉨에서 집단과 사상, 원자핵, 세포 생식까지 이어져 다의성과 전문성이 크다."
16053,분필통,0.97,0.4,-0.57,"표제어 '분필통'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
16230,불안,0.2575,0.8,0.5425,쉬운 감정어처럼 보이지만 심리 상태와 실존적 위기 의식까지 포함해 추상 부담이 크다.
16385,뷔페식당,0.9725,0.45,-0.5225,"표제어 '뷔페식당'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
16430,비교,0.02,0.55,0.53,둘을 견주는 기본 뜻보다 일반 법칙 고찰과 교수 단계의 추상적 개념 구성까지 포함해 어렵다.
16434,비교하다,0.0225,0.5,0.4775,"단순 대조가 아니라 유사점과 공통점, 차이점을 밝혀 고찰한다는 분석적 의미 부담이 있다."
17044,사각봉투,0.97,0.35,-0.62,"표제어 '사각봉투'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
17240,사상,0.495,0.95,0.455,생각에서 판단 체계와 사회ㆍ인생에 관한 인식까지 확장되어 매우 추상적인 개념어이다.
17879,상관,0.2575,0.8,0.5425,"관련, 간섭, 육체관계, 통계적 관계, 언어학 개념까지 뜻이 갈라져 다의 부담이 크다."
17915,상대,0.02,0.5,0.48,"마주 보는 대상, 겨루는 대상, 대비 관계, 독립 불가능한 존재라는 뜻이 함께 있어 추상성이 높다."
18062,상태,0.02,0.5,0.48,일반적인 형편 뜻에 자연 현상을 완전히 기술한 계의 존재 상황이라는 과학적 의미가 붙어 있다.
18911,성격,0.02,0.55,0.53,개인의 품성뿐 아니라 사물의 본질과 심리적 체계까지 뜻해 추상성과 전문 정의 부담이 크다.
18973,성분,0.2575,0.8,0.5425,"부분이라는 쉬운 뜻을 넘어 사회 계층, 벡터, 문장 요소, 화학 구성 물질로 의미가 확장된다."
19031,성질,0.2575,0.75,0.4925,사람의 마음 바탕과 사물ㆍ현상의 고유 특성을 함께 가리켜 추상적 분류가 필요하다.
19448,소외,0.495,0.9,0.405,따돌림이라는 일상 의미보다 인간이 본질을 상실한 상태라는 철학적 의미가 어렵다.
21260,신분,0.2575,0.9,0.6425,"사회적 위치와 계급, 법률적 지위, 형법상 인적 표지를 모두 포괄해 추상성과 전문성이 높다."
21534,실천,0.2575,0.85,0.5925,생각을 실제로 행한다는 뜻에서 윤리적 행위와 사회 변혁 활동까지 확장되어 추상성이 크다.
21590,심리,0.2875,0.85,0.5625,"마음의 작용과 의식 상태, 그리고 이를 연구하는 학문까지 포함해 개념적 난도가 높다."
22390,안정,0.2575,0.75,0.4925,일정한 상태 유지라는 추상 뜻에 물리적 평형과 화학적 반응성까지 붙어 의미 제약이 복잡하다.
22896,약숟가락,0.9725,0.45,-0.5225,"표제어 '약숟가락'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
23904,연관,0.2575,0.75,0.4925,관계를 맺는다는 추상 뜻과 유전학의 염색체 단위 행동 의미가 함께 있어 체감 난도가 높다.
23906,연관성,0.495,0.9,0.405,사물이나 현상이 관계를 맺는 특성이라는 명사화된 추상 개념이라 직관적으로 어렵다.
24684,오류,0.2575,0.85,0.5925,"이치에 맞지 않음, 논리적 추리의 잘못, 계산 오차와 시스템 착오를 모두 포함한다."
25186,외계,0.2575,0.85,0.5925,바깥 세계나 지구 밖 세계뿐 아니라 불교와 철학의 독립 실재 의미까지 포함한다.
25731,운동모자,0.97,0.4,-0.57,"표제어 '운동모자'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
25983,원인,0.02,0.45,0.43,사물이나 상태를 변화시키는 근본이라는 정의가 눈에 보이는 사물보다 인과 개념 이해를 요구한다.
26043,월급봉투,0.97,0.4,-0.57,"표제어 '월급봉투'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
26887,의무,0.2575,0.85,0.5925,해야 할 일이라는 쉬운 뜻을 넘어 법적ㆍ도덕적 규범이 부과하는 구속을 뜻해 추상성이 높다.
26898,의미,0.02,0.5,0.48,"말의 뜻에서 행위와 현상의 뜻, 사물과 현상의 가치로 확장되어 추상적 해석 부담이 있다."
26927,의식,0.495,0.95,0.455,"깨어 있음, 사회적 견해, 불교적 마음 작용, 정신 작용이 겹쳐 매우 추상적이다."
27290,이유,0.02,0.5,0.48,까닭과 변명을 넘어 존재의 기초와 사상의 진리 조건까지 설명해 철학적 추상성이 있다.
27421,인격,0.495,0.95,0.455,"품격, 법률상 자격, 정신적 특성, 도덕적 주체를 모두 포함해 추상 개념 부담이 매우 크다."
28494,작용,0.2575,0.85,0.5925,"영향을 미치는 일, 물리 현상, 현상학적 의식 과정까지 포괄해 학문적 추상성이 높다."
29021,재산,0.2575,0.75,0.4925,돈과 물건이라는 쉬운 뜻 외에 권리와 의무의 총체라는 법률적 의미가 포함된다.
29088,재판,0.2575,0.8,0.5425,옳고 그름의 판단에서 법원의 공권적 판단과 소송 형식까지 연결되어 전문성이 높다.
29095,재판하다,0.3835,0.8,0.4165,판단한다는 뜻과 구체적 소송 사건에 법원이 공권적 판단을 내리는 뜻이 함께 있다.
29675,전통,0.02,0.5,0.48,집단과 공동체 안에서 계통을 이루어 전해지는 사상과 관습의 양식이라는 사회문화적 추상어이다.
30084,정신,0.02,0.7,0.68,"마음, 판단 능력, 태도, 이념, 헤겔의 비물질적 실재까지 연결되어 추상성과 철학 부담이 매우 크다."
30668,조직,0.02,0.55,0.53,"집단 구성, 암석 내부 구조, 생물학적 세포 집단까지 뜻이 갈라져 영역별 해석 부담이 크다."
30695,조합,0.495,0.9,0.405,"모아 짠다는 뜻에서 민법상 단체, 협동 조직, 수학적 조합까지 확장되어 다의 부담이 크다."
30807,종교,0.05,0.65,0.6,초자연적 절대자와 궁극적 의미를 추구하는 문화 체계라는 정의가 추상적이고 분류 부담도 크다.
30897,종합,0.02,0.65,0.63,"여러 것을 모은다는 뜻 외에 개념과 판단의 결합, 변증법과 헤겔 철학의 단계까지 포함한다."
31175,주점,0.97,0.45,-0.52,"표제어 '주점'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
31598,증명,0.495,0.95,0.455,"사실 확인, 문서, 논리적 명제 입증, 공적 증명, 소송법상 확신 형성까지 의미가 매우 넓다."
31655,지각하다,0.241,0.65,0.409,감각 기관을 통해 대상을 인식하고 지각체가 형성된다는 심리학적 의미가 있어 직관 난도가 높다.
31828,지식,0.02,0.65,0.63,아는 내용이라는 쉬운 뜻을 넘어 인식 성과와 객관적 타당성을 요구하는 판단 체계까지 포함한다.
31963,지혜,0.02,0.55,0.53,이치를 깨닫는 능력에서 불교와 히브리 사상의 속성까지 이어져 종교철학적 의미 부담이 있다.
32032,직접적,0.2575,0.8,0.5425,매개 없이 연결된다는 기본 뜻에 헤겔 철학의 반성 없는 자기 긍정 의미가 붙어 어렵다.
32099,진리,0.495,0.95,0.455,"참된 이치와 명제의 정합성, 보편 법칙을 뜻해 논리적ㆍ철학적 추상성이 매우 높다."
32721,차원,0.2575,0.85,0.5925,"생각의 수준, 물리량의 성질, 기하학적 위치 개념을 모두 포함해 학문 간 의미 이동이 크다."
34816,컵케이크,0.975,0.35,-0.625,"표제어 '컵케이크'의 정의는 구체적인 사물, 장소, 음식, 신체 부위, 감각 경험이나 일상 동작을 가리켜 원래 점수보다 체감 난도가 낮다."
36222,판결,0.495,0.9,0.405,일반적 판단보다 법원이 소송 사건에 대해 내리는 형식적 결정이라는 법률 의미가 강하다.
38067,해석,0.2575,0.8,0.5425,내용을 이해하고 설명하는 행위와 사물ㆍ행위의 내용을 판단하는 추상적 과정이 함께 있다.
38233,행위,0.2575,0.85,0.5925,"사람의 짓이라는 쉬운 뜻보다 법률 효과, 자극 반응, 윤리적 판단 대상까지 의미가 확장된다."
38674,형식,0.02,0.7,0.68,"외형과 절차를 넘어 본질의 통일 원리, 선험적 조건, 논리 구조까지 포함해 매우 추상적이다."
39116,화해,0.02,0.5,0.48,감정을 푸는 일상적 뜻에 민사상 분쟁 해결과 한의학 치료법까지 함께 있어 다의 부담이 있다.
